candidate_id,z46_lane,diagnostic_role,source_lane,source_generator,actor_motif,expression,expected_horizon,official_book_eligible,required_lag_days,required_audits,feature_adapter,event_fields,event_family,lag_rule,tradability_rule,leakage_flag,search_memory_key,contains_new_event_adapter_field,pool_priority_version,pool_priority_score,source_quota_group,source_credit_cap_basis,source_credit_policy
z46_event_module_101,event_module,event_module,event_derived_feature_layer,phase3z46_event_state_machine_canary,open_touch_break_event_module_rank,"CSRank(Mean(Delay($limit_down_touch_not_close,1),2))",1d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_down_touch_not_close,limit_break,derived_from_same_day_touch_and_close; after_open must lag by one session,touch_then_repair_not_assumed_fillable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:329618c2fb5e7dc6,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:event_module:limit_break,event_adapter:329618c2fb5e7dc6,metadata_only_opt_in_no_locked_selector_behavior_change
z46_challenger_102,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,open_touch_break_standalone_reversal,"Neg(ZScore(Mean(Delay($limit_down_touch_not_close,1),3)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_down_touch_not_close,limit_break,derived_from_same_day_touch_and_close; after_open must lag by one session,touch_then_repair_not_assumed_fillable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:329618c2fb5e7dc6,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:limit_break,event_adapter:329618c2fb5e7dc6,metadata_only_opt_in_no_locked_selector_behavior_change
z46_event_module_103,event_module,event_module,event_derived_feature_layer,phase3z46_event_state_machine_canary,open_touch_break_event_module_rank,"CSRank(Mean(Delay($limit_down_touch_not_close,1),3))",1d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_down_touch_not_close,limit_break,derived_from_same_day_touch_and_close; after_open must lag by one session,touch_then_repair_not_assumed_fillable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:329618c2fb5e7dc6,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:event_module:limit_break,event_adapter:329618c2fb5e7dc6,metadata_only_opt_in_no_locked_selector_behavior_change
z46_challenger_104,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,open_touch_break_standalone_reversal,"Neg(ZScore(Mean(Delay($limit_down_touch_not_close,1),5)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_down_touch_not_close,limit_break,derived_from_same_day_touch_and_close; after_open must lag by one session,touch_then_repair_not_assumed_fillable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:329618c2fb5e7dc6,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:limit_break,event_adapter:329618c2fb5e7dc6,metadata_only_opt_in_no_locked_selector_behavior_change
z46_event_module_105,event_module,event_module,event_derived_feature_layer,phase3z46_event_state_machine_canary,open_touch_break_event_module_rank,"CSRank(Mean(Delay($limit_down_touch_not_close,1),5))",1d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_down_touch_not_close,limit_break,derived_from_same_day_touch_and_close; after_open must lag by one session,touch_then_repair_not_assumed_fillable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:329618c2fb5e7dc6,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:event_module:limit_break,event_adapter:329618c2fb5e7dc6,metadata_only_opt_in_no_locked_selector_behavior_change
z46_veto_intensifier_106,veto_intensifier,veto_intensifier,event_derived_feature_layer,phase3z46_event_state_machine_canary,open_touch_break_state_decay,"CSRank(Sub(Mean(Delay($limit_down_touch_not_close,1),2),Mean(Delay($limit_down_touch_not_close,1),8)))",1d_to_5d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_down_touch_not_close,limit_break,derived_from_same_day_touch_and_close; after_open must lag by one session,touch_then_repair_not_assumed_fillable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:329618c2fb5e7dc6,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:veto_intensifier:limit_break,event_adapter:329618c2fb5e7dc6,metadata_only_opt_in_no_locked_selector_behavior_change
z46_veto_intensifier_107,veto_intensifier,veto_intensifier,event_derived_feature_layer,phase3z46_event_state_machine_canary,open_touch_break_state_decay,"CSRank(Sub(Mean(Delay($limit_down_touch_not_close,1),2),Mean(Delay($limit_down_touch_not_close,1),11)))",1d_to_5d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_down_touch_not_close,limit_break,derived_from_same_day_touch_and_close; after_open must lag by one session,touch_then_repair_not_assumed_fillable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:329618c2fb5e7dc6,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:veto_intensifier:limit_break,event_adapter:329618c2fb5e7dc6,metadata_only_opt_in_no_locked_selector_behavior_change
z46_veto_intensifier_108,veto_intensifier,veto_intensifier,event_derived_feature_layer,phase3z46_event_state_machine_canary,open_touch_break_state_decay,"CSRank(Sub(Mean(Delay($limit_down_touch_not_close,1),2),Mean(Delay($limit_down_touch_not_close,1),14)))",1d_to_5d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,limit_down_touch_not_close,limit_break,derived_from_same_day_touch_and_close; after_open must lag by one session,touch_then_repair_not_assumed_fillable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:329618c2fb5e7dc6,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:veto_intensifier:limit_break,event_adapter:329618c2fb5e7dc6,metadata_only_opt_in_no_locked_selector_behavior_change
z46_challenger_109,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_standalone_reversal,"Neg(ZScore(Mean(Delay($high_board_rank,1),2)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,high_board_rank,high_board,same_day_close_streak; after_open must lag by one session,not_a_tradeability_filter,unsafe_same_day_for_after_open_without_field_lag,event_adapter:bb29ce6ab6305c51,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:high_board,event_adapter:bb29ce6ab6305c51,metadata_only_opt_in_no_locked_selector_behavior_change
z46_event_module_110,event_module,event_module,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_event_module_rank,"CSRank(Mean(Delay($high_board_rank,1),2))",1d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,high_board_rank,high_board,same_day_close_streak; after_open must lag by one session,not_a_tradeability_filter,unsafe_same_day_for_after_open_without_field_lag,event_adapter:bb29ce6ab6305c51,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:event_module:high_board,event_adapter:bb29ce6ab6305c51,metadata_only_opt_in_no_locked_selector_behavior_change
z46_challenger_111,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_standalone_reversal,"Neg(ZScore(Mean(Delay($high_board_rank,1),3)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,high_board_rank,high_board,same_day_close_streak; after_open must lag by one session,not_a_tradeability_filter,unsafe_same_day_for_after_open_without_field_lag,event_adapter:bb29ce6ab6305c51,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:high_board,event_adapter:bb29ce6ab6305c51,metadata_only_opt_in_no_locked_selector_behavior_change
z46_event_module_112,event_module,event_module,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_event_module_rank,"CSRank(Mean(Delay($high_board_rank,1),3))",1d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,high_board_rank,high_board,same_day_close_streak; after_open must lag by one session,not_a_tradeability_filter,unsafe_same_day_for_after_open_without_field_lag,event_adapter:bb29ce6ab6305c51,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:event_module:high_board,event_adapter:bb29ce6ab6305c51,metadata_only_opt_in_no_locked_selector_behavior_change
z46_challenger_113,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_standalone_reversal,"Neg(ZScore(Mean(Delay($high_board_rank,1),5)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,high_board_rank,high_board,same_day_close_streak; after_open must lag by one session,not_a_tradeability_filter,unsafe_same_day_for_after_open_without_field_lag,event_adapter:bb29ce6ab6305c51,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:high_board,event_adapter:bb29ce6ab6305c51,metadata_only_opt_in_no_locked_selector_behavior_change
z46_event_module_114,event_module,event_module,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_event_module_rank,"CSRank(Mean(Delay($high_board_rank,1),5))",1d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,high_board_rank,high_board,same_day_close_streak; after_open must lag by one session,not_a_tradeability_filter,unsafe_same_day_for_after_open_without_field_lag,event_adapter:bb29ce6ab6305c51,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:event_module:high_board,event_adapter:bb29ce6ab6305c51,metadata_only_opt_in_no_locked_selector_behavior_change
z46_veto_intensifier_115,veto_intensifier,veto_intensifier,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_state_decay,"CSRank(Sub(Mean(Delay($high_board_rank,1),2),Mean(Delay($high_board_rank,1),8)))",1d_to_5d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,high_board_rank,high_board,same_day_close_streak; after_open must lag by one session,not_a_tradeability_filter,unsafe_same_day_for_after_open_without_field_lag,event_adapter:bb29ce6ab6305c51,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:veto_intensifier:high_board,event_adapter:bb29ce6ab6305c51,metadata_only_opt_in_no_locked_selector_behavior_change
z46_veto_intensifier_116,veto_intensifier,veto_intensifier,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_state_decay,"CSRank(Sub(Mean(Delay($high_board_rank,1),2),Mean(Delay($high_board_rank,1),11)))",1d_to_5d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,high_board_rank,high_board,same_day_close_streak; after_open must lag by one session,not_a_tradeability_filter,unsafe_same_day_for_after_open_without_field_lag,event_adapter:bb29ce6ab6305c51,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:veto_intensifier:high_board,event_adapter:bb29ce6ab6305c51,metadata_only_opt_in_no_locked_selector_behavior_change
z46_veto_intensifier_117,veto_intensifier,veto_intensifier,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_state_decay,"CSRank(Sub(Mean(Delay($high_board_rank,1),2),Mean(Delay($high_board_rank,1),14)))",1d_to_5d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,high_board_rank,high_board,same_day_close_streak; after_open must lag by one session,not_a_tradeability_filter,unsafe_same_day_for_after_open_without_field_lag,event_adapter:bb29ce6ab6305c51,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:veto_intensifier:high_board,event_adapter:bb29ce6ab6305c51,metadata_only_opt_in_no_locked_selector_behavior_change
z46_challenger_118,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_standalone_reversal,"Neg(ZScore(Mean(Delay($is_market_high_board,1),2)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,is_market_high_board,high_board,same_day_close_streak; after_open must lag by one session,high_board_member_may_be_untradeable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:3ec9ed0d8b8a1fc4,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:high_board,event_adapter:3ec9ed0d8b8a1fc4,metadata_only_opt_in_no_locked_selector_behavior_change
z46_event_module_119,event_module,event_module,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_event_module_rank,"CSRank(Mean(Delay($is_market_high_board,1),2))",1d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,is_market_high_board,high_board,same_day_close_streak; after_open must lag by one session,high_board_member_may_be_untradeable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:3ec9ed0d8b8a1fc4,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:event_module:high_board,event_adapter:3ec9ed0d8b8a1fc4,metadata_only_opt_in_no_locked_selector_behavior_change
z46_challenger_120,challenger,challenger,event_derived_feature_layer,phase3z46_event_state_machine_canary,high_board_standalone_reversal,"Neg(ZScore(Mean(Delay($is_market_high_board,1),3)))",1d_to_3d,False,1,event_count|same_count_random_placebo|matched_control|tradability|top_day_contribution,event_derived_feature_layer,is_market_high_board,high_board,same_day_close_streak; after_open must lag by one session,high_board_member_may_be_untradeable,unsafe_same_day_for_after_open_without_field_lag,event_adapter:3ec9ed0d8b8a1fc4,True,candidate-pool-source-priority-v1-2026-05-28,0.85,event_derived_feature_layer:challenger:high_board,event_adapter:3ec9ed0d8b8a1fc4,metadata_only_opt_in_no_locked_selector_behavior_change
